Incident_ID,schoolaffiliation,age_cat,shooterdied
20220314CAKRP,Principal/Vice-Principal,Adult,Yes
20220313PANEP,,,No
20220316CALOR,Student,,No
20220318ILBAB,Student,Teen,No
20220319ALCEL,No Relation,Adult,No
20220315GAFOF,No Relation,Adult,No
20220321MSLEP,No Relation,Adult,No
20220321AZDES,No Relation,Adult,No
20220322VAJAR,No Relation,Adult,No
20220321MIMAK,Parent,Adult,No
20220322TXWOD,Student,Teen,No
20220318RICEP,Student,Teen,No
20220318RICEP,Student,Teen,No
20220322FLNEN,Student,Teen,No
20220324VARIW,No Relation,Teen,No
20220315MATEB,,Teen,No
20220325TXROR,Student,Teen,No
20220325TXROR,Student,Teen,No
20220325TXROR,Student,Teen,No
20220325TXROR,Student,Teen,No
20220325TXROR,Student,Teen,No
20220325TNBRM,No Relation,Adult,No
20220325UTHIS,Student,Teen,No
20220325UTHIS,No Relation,Adult,No
20220328NCOAC,No Relation,Teen,No
20220329NVWEL,Police Officer/SRO,Adult,No
20220331SCTAG,Student,,No
20220330GABOA,Parent,Adult,No
20220331PAACP,Student,Child,No
20220328TXNOF,,,No
20220329VALUR,Student,Teen,No
20220330AZKIK,Student,Teen,No
20220405PAERE,Student,Minor,No
20220406WVRIR,Student,Teen,No
20220406ORROP,,,No
20220410MALYL,No Relation,,No
20220406WASTM,No Relation,,No
20220411ARPIP,,Teen,No
20220413MISHS,Student,Child,No
20220414MSNEP,Rival School Student,Teen,No
20220414MSNEP,Rival School Student,Teen,No
20220414MSNEP,Rival School Student,Teen,No
20220415VAGAW,,,No
20220403INBLB,,Teen,No
20220403INBLB,,Teen,No
20220416IAMED,,Adult,No
20220421NDMOM,Police Officer/SRO,,No
20220422ORHOS,,Teen,No
20220422DCEDW,No Relation,Adult,Yes
20220424MOHAF,,Teen,No
20220425WIWIM,,,No
20220425WIWIM,,,No
20220424MOHAF,,Teen,No
20220426MIASI,Student,Child,Yes
20220426GASOM,,,No
20220426GASOM,,Adult,No
20220427TXMOS,Police Officer/SRO,,
20220427INCOS,Student,Child,No
20220422CAMOR,,,No
20220501OHHAC,,,No
20220501VALOM,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20220430PAMCJ,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20220503CAARS,No Relation,,No
20220505OHLOL,Student,Teen,Yes
20220505OHLOL,Parent,Adult,No
20220505ALDOD,No Relation,Teen,No
20220509GARIS,No Relation,Adult,No
20220509NYEDS,,Adult,No
20220511FLJAJ,,,No
20220512TXHEH,Student,Teen,No
20220513FLALW,Police Officer/SRO,,
20220512ARHOH,,Adult,No
20220513GASOM,,,No
20220515ILMEP,No Relation,Teen,No
20220516TXMEM,Student,Teen,No
20220517ILWAC,Student,Child,No
20220517CASAS,No Relation,,No
20220515NHBEB,No Relation,Teen,No
20220515NHBEB,No Relation,Teen,No
20220518FLPAP,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20220518TNRIM,Former Student,Teen,No
20220519MIEAK,Nonstudent,Teen,No
20220519VAGER,,,No
20220520ILSOP,No Relation,Adult,No
20220520VAPOD,Student,Teen,No
20220520TNEAC,No Relation,,No
20220520OHCAC,Student,Teen,No
20220519MIEAK,Nonstudent,Teen,No
20220519MIEAK,,,No
20220519MIEAK,,,No
20220519MIEAK,,,No
20220520ALMAT,No Relation,,No
20220523PASIP,,,No
20220524TXROU,,Teen,Yes
20220524DCPOW,,,No
20220526SCMEG,,,No
20220524WIRIM,Student,Teen,No
20220526TXDUA,Relative,Adult,No
20220529ILDAC,,,No
20220529ILDAC,,,No
20220529ILDAC,,,No
20220530CAHEL,No Relation,Adult,No
20220531LAMON,,,No
20220601CAULL,,,No
